name,number_of_episodes,original_language,vote_count,vote_average,vote_Avg_Category
Who Killed Daigoro Tokuyama?,12,ja,8,8.2,3
Foot 2 Rue,104,fr,8,6.875,2
Hamish Macbeth,20,en,8,7.625,2
Psychic Detective Yakumo,13,ja,8,6.688,2
One Against All,32,pt,8,6.9,2
Free Willy,21,en,8,4.3,1
The Paper,34,hr,8,7.6,2
The Collapse,8,es,8,7.0,2
Shark,3,en,8,8.625,3
"Wait, My Youth",24,zh,8,7.5,2
Demons & Saviors,3,en,8,7.125,2
Majisuka Academy,78,ja,8,7.8,2
Churails,10,ur,8,8.8,3
A+,6,id,8,9.6,3
O Teatro das Tesouras,8,pt,8,7.5,2
ARASHI's Diary -Voyage-,24,ja,8,8.2,3
All the Same… or Not,18,pt,8,7.0,2
Treasure Quest: Snake Island,20,en,8,5.8,1
SheZow,26,en,8,5.6,1
Master of My Own,32,zh,8,5.2,1
Rideback,12,ja,8,5.375,1
Gorgeous Ladies of Wrestling,0,en,8,6.0,1
A Drop of True Blood,0,en,8,7.9,2
True Nightmares,12,en,8,6.6,2
The McCarthys,15,en,8,5.875,1
Sex Ed,6,en,8,5.4,1
Genius of the Ancient World,3,en,8,6.6,2
Before We Get Married,13,zh,8,5.5,1
The Love You Give Me,28,zh,8,7.9,2
100 Höjdare,52,sv,8,6.8,2
Alex Hugo,27,fr,8,8.563,3
Şubat,32,tr,8,7.375,2
Summer House,100,en,8,7.0,2
Major 2nd,50,ja,8,7.5,2
What About Brian,24,en,8,7.0,2
Buying Beverly Hills,8,en,8,5.2,1
Secret Queen Makers,7,ko,8,7.4,2
The Last Weekend,3,en,8,5.875,1
Newsnight,3398,en,8,6.0,1
Being Ian,63,en,8,6.875,2
Aftertaste,12,en,8,6.2,2
TenPuru: No One Can Live on Loneliness,12,ja,8,6.2,2
Love and Destiny,60,zh,8,7.8,2
India's Got Talent,200,hi,8,6.125,2
Fem myror är fler än fyra elefanter,51,sv,8,8.25,3
Love Me,12,sv,8,6.375,2
Sheriff Callie's Wild West,90,en,8,6.125,2
Christmas on Vesterbro,24,da,8,6.9,2
Precious Pearl,173,pt,8,7.8,2
Betrayed,40,en,8,7.6,2
Civilisations,9,en,8,8.0,2
DOREIKU The Animation,12,ja,8,6.5,2
The After-Dinner Mysteries,10,ja,8,6.25,2
Quatermass,4,en,8,5.8,1
19 Kids and Counting,194,en,8,6.6,2
Si nos dejan,84,es,8,7.9,2
Dimensional Warrior Spielban,44,ja,8,9.1,3
Love Me: Kaede to Suzu The Animation,2,ja,8,9.2,3
Chalupáři,11,cs,8,8.25,3
The Cops,17,he,8,5.625,1
The Millionaire Matchmaker,107,en,8,2.8,0
Brilliant Legacy,28,ko,8,7.2,2
Guiding Light,210,en,8,6.1,2
Windy Tales,13,ja,8,7.375,2
Angels of Death,11,en,8,7.667,2
Pop Out Boy!,10,ko,8,7.5,2
Miss Bernard Said.,12,ja,8,6.9,2
The Taste,23,en,8,5.6,1
Amber,4,en,8,5.375,1
Mossad 101,25,he,8,6.313,2
Pistorius,4,en,8,7.1,2
"Soldier of Fortune, Inc.",37,en,8,6.0,1
Richard Hammond's Workshop,16,en,8,7.1,2
Under the Power,55,zh,8,6.1,2
The Larkins,12,en,8,6.1,2
First and Last,6,en,8,6.9,2
Clash of Futures (1918-1939),8,de,8,7.8,2
Fandorin. Azazello,6,ru,8,6.5,2
India: The Modi Question,2,en,8,5.8,1
Iryu: Team Medical Dragon,43,ja,8,7.2,2
Pope John Paul II,2,en,8,5.1,1
Against the Wind,13,en,8,8.2,3
Loose Women,1464,en,8,2.6,0
Garavito: La bestia serial,4,es,8,8.25,3
La Hija de Dios: Dalma Maradona,3,es,8,6.75,2
"Léo Matteï, Brigade des mineurs",48,fr,8,8.1,3
Nine Songs of the Moving Heavens,90,zh,8,7.5,2
The Adventures of the Good Soldier Schwejk,13,de,7,7.1,2
The Great Indian Murder,9,hi,7,6.0,1
Battle for Moscow,4,ru,7,6.6,2
Love Shuffle,10,ja,7,6.833,2
The Ben Shapiro Show,2,en,7,5.0,1
Eroge Can Solve Everything! The Animation,2,ja,7,8.3,3
Mashiroiro Symphony: The Color of Lovers,12,ja,7,7.143,2
Beethoven Virus,19,ko,7,6.643,2
Richie Rich,13,en,7,6.3,2
My Dead Ex,8,en,7,5.6,1
Teppen!!!!!!!!!!!!!!! Laughing 'til You Cry,12,ja,7,6.4,2
Seven Little Monsters,54,en,7,7.1,2
The Sleepover Club,52,en,7,7.214,2
Deal or No Deal,1291,en,7,5.2,1
Hot Bench,427,en,7,4.6,1
Lost: Missing Pieces,13,en,7,6.0,1
Fate and Fury,40,ko,7,5.9,1
Sakura Wars the Animation,12,ja,7,6.714,2
Oltári csajok,101,hu,7,4.6,1
Sooty & Co.,91,en,7,7.4,2
Shine or Go Crazy,24,ko,7,7.9,2
Killer Net,4,en,7,5.786,1
Up Pompeii!,14,en,7,7.9,2
Clarence,6,en,7,7.3,2
The Kennedys: After Camelot,2,en,7,5.1,1
Balls of Steel,20,en,7,5.286,1
Magda macht das schon!,46,de,7,9.0,3
Fary: Hexagone,2,fr,7,6.3,2
Home Invasion,6,en,7,7.143,2
Astonishing X-Men,25,en,7,6.9,2
Shambles,8,fr,7,7.1,2
Kliniki periptosi,18,el,7,6.0,1
Is It Bill Bailey?,6,en,7,6.857,2
Bounty Hunters,11,en,7,6.0,1
Tiffany Haddish Presents: They Ready,13,en,7,5.4,1
Lunch Queen,13,ja,7,7.4,2
LEGO Masters,10,en,7,8.9,3
The Destiny of White Snake,61,zh,7,7.0,2
Profugos,26,es,7,6.9,2
Cross Fire,36,zh,7,7.7,2
The Tyrant Falls in Love,2,ja,7,7.4,2
The Moomins,78,pl,7,7.6,2
Red Data Girl,12,ja,7,7.0,2
Red Balloon,20,ko,7,6.7,2
Better,5,en,7,7.0,2
Passport to Freedom,8,en,7,8.0,2
Phantom in the Twilight,12,ja,7,4.7,1
Celebrity Family Feud,6,en,7,9.1,3
Love Fraud,4,en,7,7.1,2
Rhyme Time Town,39,en,7,7.3,2
İffet,113,tr,7,6.7,2
Obama: In Pursuit of a More Perfect Union,3,en,7,5.571,1
Island at War,6,en,7,7.7,2
Romantically Challenged,5,en,7,5.429,1
Tots TV,7,en,7,7.5,2
NieA Under 7,13,ja,7,6.7,2
Kepler(s),6,fr,7,6.6,2
Flavor of Love,39,en,7,6.571,2
Africa Salaryman,12,ja,7,5.3,1
Love of Sage,4,ja,7,6.9,2
Kıyma,21,tr,7,7.571,2
Pedal to Metal,10,es,7,6.929,2
Monstar,12,ko,7,5.3,1
Warren,6,en,7,5.6,1
Tozluyaka,91,tr,7,5.7,1
Sunflower,8,hi,7,5.1,1
Sacred Lies,20,en,7,5.1,1
UFO Files,83,en,7,7.3,2
Survivor South Africa,148,en,7,7.4,2
Judge Mathis,98,en,7,5.6,1
Hot Girl,42,zh,7,8.3,3
Buried In The Backyard,76,en,7,8.1,3
Bibi Blocksberg,60,de,7,6.286,2
Beyond Westworld,5,en,7,5.429,1
Fievel's American Tails,13,en,7,6.9,2
"From Today, It's My Turn!!",10,ja,7,7.429,2
s-CRY-ed,26,ja,7,7.6,2
Ms. Perfect,20,ko,7,6.0,1
R.O.D: Read or Die OVA,3,ja,7,8.0,2
Models Inc.,29,en,7,6.3,2
Gap Dong,20,ko,7,6.563,2
En Son Babalar Duyar,158,tr,7,5.571,1
Ambitious Women,143,pt,7,5.4,1
Dystopia,8,sv,7,5.4,1
Riverworld,2,en,7,3.857,1
Sunnyside,11,en,7,4.7,1
Ronja Rövardotter,3,sv,7,7.0,2
Primal Survivor,32,en,7,7.6,2
Ultimate Airport Dubai,30,en,7,8.0,2
High Guardian Spice,12,en,7,1.4,0
Memories of Love,30,zh,7,2.6,0
Sisters,127,en,7,7.7,2
Party Down South,62,en,7,6.3,2
Hebe,10,pt,7,8.3,3
Yogi's Treasure Hunt,27,en,7,6.9,2
Lip Sync Battle UK,14,en,7,3.0,0
Random! Cartoons,38,en,7,9.4,3
Dancing on Ice,251,en,7,5.714,1
Legend of Mana -The Teardrop Crystal-,12,ja,7,4.7,1
Special Squad,7,ru,7,7.0,2
Cubicles,10,hi,7,8.143,3
Big Beasts,10,en,7,7.7,2
Vincent,8,en,7,7.1,2
The Kings of Napa,8,en,7,4.7,1
The Beiderbecke Tapes,2,en,7,6.429,2
Brain Powerd,26,ja,7,7.7,2
My Only One,106,ko,7,7.2,2
In Family We Trust,18,th,7,8.143,3
Grace & Favour,12,en,7,9.286,3
CSI: Crime Scene Talks,66,ja,7,7.143,2
Heimat II: A Chronicle of a Generation,13,de,7,8.3,3
The Hidden Kingdoms of China,5,en,7,7.1,2
Di Gi Charat,16,ja,7,6.286,2
Criminal,13,es,7,6.0,1
Thirty Cases of Major Zema,30,cs,7,7.143,2
THE REFLECTION,12,ja,7,5.786,1
Hack My Home,8,en,7,5.0,1
The Cry of the Butterflies,13,es,7,8.0,2
The Mr. Magoo Show,130,en,7,6.7,2
The Visitor,13,en,7,6.571,2
JJ Villard's Fairy Tales,6,en,7,4.429,1
The Lone Ranger,76,en,7,6.429,2
Joe vs Carole,8,en,7,4.75,1
Weekly Idol,600,ko,7,6.6,2
Blue,42,en,7,7.1,2
La Stagiaire,56,fr,7,5.9,1
Be With You,24,zh,7,8.1,3
Canada's Drag Race: Canada vs The World,6,en,7,5.0,1
Final Fantasy: Legend of the Crystals,4,ja,7,6.9,2
Longstreet,22,en,7,8.3,3
Unfair,11,ja,7,7.429,2
Dr. Zitbag's Transylvania Pet Shop,65,fr,7,5.3,1
Ninja Sentai Kakuranger,53,ja,7,9.143,3
Miyuki-chan in Wonderland,2,ja,7,4.3,1
Ana. All In.,6,es,7,6.0,1
Chad Vader: Day Shift Manager,37,en,7,7.0,2
The Legend of Heroes: Trails of Cold Steel - Northern War,12,ja,7,6.3,2
Raskens,8,sv,7,8.1,3
Ange Vierge,12,ja,7,5.1,1
Dies Irae,17,ja,7,5.6,1
The Jack and Triumph Show,7,en,7,5.9,1
Baka Dakedo Chinchin Shaburu no Dake wa Jouzu na Chii-chan,2,ja,7,8.0,2
REA(L)OVE,9,ja,7,4.7,1
Crane Game Girls,25,ja,7,5.4,1
"Play It Again, Dick",8,en,7,5.1,1
In Search Of,18,en,7,5.4,1
Last,16,ko,7,7.4,2
Pretty Guardian Sailor Moon,49,ja,7,6.1,2
Denji Sentai Megaranger,51,ja,7,9.143,3
Wacky Races,78,en,7,5.0,1
Reign: The Conqueror,13,ja,7,5.286,1
The Pogmentary: Born Ready,5,fr,7,5.4,1
No Boundary,52,zh,7,7.0,2
Our Sister's Soulmate,9,ja,7,7.4,2
TAMAYOMI: The Baseball Girls,12,ja,7,5.286,1
Late Night Restaurant,20,ko,7,7.0,2
Hallo Spencer,351,de,7,7.3,2
Rebel,9,en,7,6.643,2
Meisje van Plezier,26,nl,7,6.0,1
Mysterious Love,16,zh,7,3.357,1
Booba,118,ru,7,5.4,1
Safety First,16,nl,7,6.857,2
Deadhouse Dark,6,en,7,5.3,1
Delightful Girl Choon-Hyang,22,ko,7,7.6,2
The Sex Files,80,en,7,5.8,1
Pink Lie,12,ko,7,6.6,2
Cain,68,fr,7,7.4,2
Unwrapped,368,en,7,7.571,2
Kasia i Tomek,100,pl,7,7.1,2
Island,12,ja,7,6.9,2
Manos a la obra,142,es,7,4.9,1
Devadesátky,6,cs,7,9.0,3
Carpoolers,13,en,7,7.1,2
"You're Being Summoned, Azazel-san",26,ja,7,7.9,2
Unforgotten Night,12,th,7,6.6,2
#RichKids of Beverly Hills,34,en,7,4.3,1
Gentlemen & Gangsters,4,sv,7,6.8,2
This Giant Beast That is the Global Economy,8,en,7,8.286,3
Maestros de la costura,50,es,7,5.9,1
Slutever,18,en,7,6.3,2
THE iDOLM@STER.KR,24,ko,7,6.714,2
Supermax,12,pt,7,6.3,2
Bodacious Space Pirates,26,ja,7,6.7,2
Bruiser,6,en,7,6.7,2
Sense and Sensibility,7,en,7,7.7,2
Groom,20,fr,7,7.929,2
Blown Away: Christmas,4,en,7,6.0,1
Damned,12,en,7,6.143,2
The Center Seat: 55 Years of Star Trek,10,en,7,7.0,2
The Tony Danza Show,328,en,7,6.1,2
What Soul Will You Deliver To God Bitch?,6,el,7,7.0,2
PLEASE LOVE ME!,10,ja,7,8.1,3
Ultraman Gaia,51,ja,7,8.714,3
Rookie Agent Rouge,45,zh,7,5.6,1
Master of the Game,4,en,7,5.7,1
Landlord Is in Puberty!,12,ja,7,7.1,2
The Killer Speaks,11,en,7,7.9,2
My Uncle Napoleon,16,fa,7,7.5,2
Sacrificiul,54,ro,7,7.429,2
Catherine Tate's Nan,2,en,7,7.7,2
Ultimo,10,it,7,6.0,1
Red Balloon,8,zh,7,5.9,1
Sordid Lives: The Series,12,en,7,7.1,2
En viaje,13,es,7,6.6,2
Mani,68,en,7,8.6,3
Pompeii,2,it,7,5.714,1
Better Times,22,da,7,7.3,2
Hidamari Sketch,49,ja,7,8.429,3
Vermillion in My Fate,201,hi,7,3.9,1
Purgatory,0,en,7,7.4,2
Moscow Noir,8,sv,7,6.9,2
The Story of India,6,en,7,9.25,3
Chrome Shelled Regios,24,ja,7,6.9,2
Maltese: The Mafia Detective,8,it,7,6.6,2
Sherlock Holmes,16,ru,7,8.0,2
Brian Pern: A Life in Rock,9,en,7,8.5,3
Catfish UK,28,en,7,7.429,2
Kamenskaya,84,ru,7,8.7,3
Cold Blooded: The Clutter Family Murders,4,en,7,7.1,2
Maddigan's Quest,13,en,7,7.0,2
Grotesco,25,sv,7,8.4,3
Pop-Up Video,61,en,7,6.4,2
Digman!,8,en,7,5.786,1
The Man from Snowy River,65,en,7,6.4,2
The Ideal City,40,zh,7,7.1,2
HBO First Look,81,en,7,5.0,1
Cuisine interne,6,fr,7,6.571,2
Beautiful Secret,39,zh,7,4.1,1
Being a Hero,32,zh,7,6.7,2
Wake Up,19,zh,7,9.3,3
TVF Bachelors,15,hi,7,7.0,2
Great Men Academy,8,th,7,6.9,2
The Legend of the Condor Heroes,42,zh,7,8.286,3
Survivor,87,hu,7,4.6,1
La Garçonne,6,fr,7,6.571,2
Lost Gold of World War II,16,en,7,7.0,2
If God Is Willing and da Creek Don't Rise,2,en,7,6.6,2
Bannertail: The Story of Gray Squirrel,26,ja,7,8.0,2
Buiten De Zone,20,nl,7,8.9,3
Texas Metal,63,en,7,9.4,3
The Moonstone,5,en,7,5.714,1
The Beautiful Life: TBL,5,en,7,6.429,2
Cheongdam Dong Alice,16,ko,7,7.1,2
Doctor Who Greatest Moments,3,en,7,7.0,2
Witness to a Prosecution,44,cn,7,8.6,3
Dear Heirs,385,hu,7,5.3,1
Screw,12,en,7,7.0,2
Dr. Driver,100,ru,7,9.143,3
Turbo Teen,13,en,7,6.3,2
Woof!,69,en,7,7.571,2
The Game: Towards Zero,32,ko,7,7.143,2
Percy tårar,6,sv,7,7.7,2
The Demon Headmaster,19,en,7,6.6,2
Cinema Europe: The Other Hollywood,6,en,7,8.0,2
HaNaYaMaTa,12,ja,7,8.9,3
Hinako Note,12,ja,7,7.3,2
All or Nothing: Toronto Maple Leafs,5,en,7,7.1,2
Isekai Izakaya: Japanese Food From Another World,24,ja,7,5.857,1
GAME ON: A Comedy Crossover Event,4,en,7,6.9,2
Love Never Lies: Poland,7,pl,7,4.071,1
Here's My Plan,4,ko,7,6.286,2
Honour,22,sv,7,3.7,1
Lady Georgie,45,ja,7,7.5,2
Waves of Life,15,th,7,7.7,2
Mocro Mafia: Zakaria,8,nl,7,7.0,2
Nolly,3,en,7,7.714,2
The Stinky & Dirty Show,47,en,7,5.0,1
"Yes, Prime Minister",6,en,7,5.1,1
The Curse of Von Dutch: A Brand to Die For,3,en,7,5.7,1
Tomorrow's Cantabile,16,ko,7,6.4,2
Love Strikes!,12,ja,7,7.286,2
05:32,13,en,7,8.1,3
The Two Coreys,19,en,7,7.286,2
The Ghost Town Terror,7,en,7,8.1,3
Wonder Momo,5,ja,7,4.3,1
Beverly Hills Teens,65,en,7,7.143,2
Kahaani Hamaaray Mahaabhaarat Ki,0,en,7,4.9,1
Made in Jersey,8,en,7,6.6,2
Supernatural,8,en,7,7.1,2
World’s Toughest Race: Eco-Challenge Fiji,10,en,7,6.6,2
"Hey Vern, It's Ernest!",13,en,7,4.571,1
The Westerner,13,en,7,6.4,2
Tre kronor,123,sv,7,5.1,1
Tegami Bachi: Letter Bee,50,ja,7,6.643,2
Those Housewives at That Apartment Complex are... The Animation,2,zh,7,7.1,2
The Life We Lead,137,pt,7,8.083,3
Tribe Nine,12,ja,7,5.929,1
Zombie-Loan,11,ja,7,6.214,2
Battle of the Psychics,103,ru,7,6.6,2
Camping paradis,114,fr,7,5.429,1
The Journey,30,ar,7,6.1,2
Pokémon: Path to the Peak,4,en,7,8.143,3
LOL: Last One Laughing Argentina,6,es,7,3.143,1
The Russell Howard Hour,86,en,7,8.0,2
Vise le cœur,6,fr,7,7.6,2
Alpha Centauri,217,de,7,8.571,3
Tatlı Kaçıklar,165,tr,7,6.3,2
Jason King,26,en,7,8.3,3
Ouk an lavois para tou mi ehontos,14,el,7,6.4,2
Detentionaire,53,en,7,8.3,3
Greg News,170,pt,7,8.4,3
New Neighbors,40,nl,7,6.7,2
Kyunki... Saas Bhi Kabhi Bahu Thi...,1,hi,7,2.3,0
Return of the Saint,24,en,7,7.0,2
All the Liquors,8,ko,7,7.2,2
Soul Food,74,en,7,6.929,2
Kkondae Intern,24,ko,7,6.6,2
The David Letterman Show,90,en,7,6.0,1
The Disappearance of Maura Murray,6,en,7,7.0,2
Fall of Eagles,13,en,7,6.7,2
Upin & Ipin,290,ms,7,6.1,2
iUmor,197,ro,7,9.3,3
Chiquititas,742,es,7,5.571,1
Being: Liverpool,6,en,7,8.1,3
Will Smith's Bucket List,6,en,7,4.6,1
Brazil with Michael Palin,4,en,7,7.3,2
Bombay Begums,6,hi,7,6.1,2
Verbotene Liebe,482,de,7,6.0,1
Let's Stay Together,45,en,7,8.7,3
She Was Pretty,10,ja,7,7.3,2
Christiane Amanpour: Sex & Love Around the World,6,en,7,7.0,2
The Buccaneers,5,en,7,5.6,1
WorkinGirls,49,fr,7,7.4,2
El Ventilador,29,es,7,7.143,2
South Side,28,en,7,7.4,2
Asura Cryin',26,ja,7,7.6,2
Ihmebantu,7,fi,7,8.6,3
Italian Bride,176,es,7,5.6,1
The Amazing Race Australia,92,en,7,9.1,3
Big Timber,26,en,7,5.9,1
Taiwan Crime Stories,12,zh,7,6.429,2
Human Discoveries,10,en,7,5.286,1
The Adventures of Paddington,132,en,7,7.6,2
Let's Make a Deal,53,en,7,8.0,2
1703,8,ru,7,7.0,2
The Night Manager,7,hi,7,8.0,2
Cultura en Decadencia,6,es,7,8.6,3
The Storks Will Return,25,sr,7,8.286,3
180 Degree Longitude Passes Through Us,8,th,7,7.1,2
The Adam and Joe Show,28,en,7,7.3,2
SEQALU: Formosa 1867,12,zh,7,6.714,2
Woman with a Suitcase,16,ko,7,6.6,2
Motormouse and Autocat,34,en,7,5.3,1
Sket Dance,77,ja,7,6.429,2
Manuel on the Island of Wonders,3,fr,7,6.7,2
Choco Bank,6,ko,7,8.0,2
12 Years Promise,26,ko,7,6.0,1
The Royal,87,en,7,8.571,3
"The $100,000 Pyramid",82,en,7,7.3,2
To Tell the Truth,86,en,7,6.0,1
Passengers,16,ru,7,8.9,3
Dog Bites Man,10,en,7,7.4,2
Hush,8,en,7,8.429,3
Null & Peta,12,ja,7,6.0,1
GMTV,6395,en,7,7.286,2
This American Life,12,en,7,8.7,3
The Crocodile Hunter Diaries,22,en,7,9.0,3
Stellar Transformation,80,zh,7,7.429,2
Blockbustaz,18,de,7,6.7,2
"Coffee, Do Me a Favor",12,ko,7,3.429,1
The Story of 15 Beautiful Girls Adrift,3,ja,7,8.3,3
Julie's Greenroom,13,en,7,7.6,2
Ronny & Ragge,29,sv,7,7.3,2
We Are Savvy,20,en,7,8.0,2
The Cat in the Hat Knows a Lot About That!,147,en,7,7.786,2
Murder by Natural Causes,0,en,7,6.286,2
Clifford's Puppy Days,40,en,7,6.3,2
Report to Heaven,4,sv,7,6.6,2
Shadowverse Flame,65,ja,7,6.071,2
Kaahin Kissii Roz,0,en,7,5.0,1
The Smothers Brothers Comedy Hour,72,en,7,7.1,2
ECW on TNN,59,en,7,8.9,3
Finding Your Roots,96,en,7,7.0,2
Battery,11,ja,7,6.0,1
Fatal Vows,88,en,7,7.4,2
Ghost Story,22,en,7,7.3,2
Miracles,13,en,7,8.6,3
Welcome to Irabu's Office,11,ja,7,8.286,3
Plan B,6,fr,7,6.857,2
Oddbods (Shorts),46,en,7,6.1,2
The Written Off,13,sh,7,9.0,3
The Behaviorist,8,pl,7,6.429,2
Oh My Baby,16,ko,7,6.7,2
Royal Nirvana Special,12,zh,7,9.143,3
"3 Seconds Later, He Turned into a Beast",8,ja,7,5.786,1
King,3,en,7,6.3,2
Astro Fighter Sunred,52,ja,7,7.6,2
The Starlost,16,en,7,8.0,2
Smile of the Arsnotoria the Animation,12,ja,7,5.0,1
Maggie & Bianca Fashion Friends,78,it,7,7.7,2
Class of 3000,26,en,7,7.571,2
Eternally Confused and Eager for Love,8,en,7,6.0,1
Paris Hilton's My New BFF,20,en,7,1.357,0
Life After Death with Tyler Henry,9,en,7,6.1,2
MasterChef,430,da,7,6.2,2
My Little Princess,18,zh,7,7.357,2
Cherish the Day,16,en,7,9.0,3
Farma,501,sk,7,4.9,1
İnadına Aşk,32,tr,7,7.4,2
How to Screw It All Up,6,es,7,4.9,1
Cajun Pawn Stars,88,en,7,5.4,1
Mouk,104,fr,7,7.286,2
Binge Reloaded,16,de,7,5.6,1
Level 1 Demon Lord & One Room Hero,12,ja,7,7.9,2
Blades of the Guardians,15,zh,7,7.3,2
Blackbuster movies,0,en,7,5.1,1
Sam: A Saxon,7,de,7,4.3,1
Dov'è Mario?,4,it,7,7.2,2
Special Ops 1.5: The Himmat Story,4,hi,7,7.3,2
Yanxi Palace: Princess Adventures,6,zh,7,8.071,3
Cain's Father,2,es,7,6.571,2
Best Lover,12,zh,7,7.0,2
Lincoln's Dilemma,4,en,7,6.4,2
The Fragility of Bodies,8,es,7,5.3,1
Red Eye w/Greg Gutfeld,45,en,7,5.4,1
American Ninja Warrior Junior,52,en,7,9.286,3
The Gentlemen of Wolgyesu Tailor Shop,54,ko,7,6.6,2
At Home with the Braithwaites,26,en,7,6.9,2
Two Broke Girls,50,ru,7,4.143,1
This Is Your Life,289,en,7,6.3,2
Petits Meurtres en famille,4,fr,7,8.4,3
The Great War: The People's Story,4,en,7,6.1,2
Soviet Storm: WW2 in the East,18,ru,7,8.0,2
Black Beauty,5,en,7,6.6,2
The Punishment,2,es,7,4.3,1
WITS Academy,20,en,7,6.5,2
Axios,52,en,7,6.7,2
The Bannen Way,16,en,7,4.9,1
Murphy's Law of Love,31,zh,7,6.571,2
Grand Hôtel,8,fr,7,6.143,2
"No Gods, No Masters: A History of Anarchism",4,fr,7,8.1,3
Novoland: The Castle in the Sky,29,zh,7,6.2,2
MythBusters: The Search,8,en,7,5.5,1
Sketch Up,23,de,7,7.714,2
White Album,26,ja,7,6.4,2
Cat Soup Theater,27,ja,7,7.6,2
The Lawyer,18,sv,7,5.4,1
Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,1,ja,7,8.9,3
The Street,18,en,7,7.7,2
The Republic,5,tr,7,7.1,2
Bob and Margaret,52,en,7,6.5,2
Novo Mundo,160,pt,7,7.857,2
Oda Cinnamon Nobunaga,12,ja,7,6.429,2
The Full Throttle Girl,11,ja,7,7.4,2
Yae's Sakura,50,ja,7,7.571,2
Boku ni Sexfriend ga Dekita Riyuu,6,ja,7,9.0,3
Hum Paanch,0,hi,7,4.7,1
Good People,6,es,7,7.786,2
The Monastery,6,ru,7,8.4,3
Wallenberg: A Hero's Story,2,en,7,6.6,2
Epta thanasimes petheres,59,el,7,5.9,1
Boku wa Chiisana Succubus no Shimobe,2,ja,7,8.1,3
Dance Brothers,10,fi,7,6.4,2
L'onore e il rispetto,32,it,7,8.1,3
The Good Witch,40,ko,7,6.9,2
Anyone But Me,26,en,7,5.9,1
Takeshi's Castle Japan,8,ja,7,5.714,1
Harry & Paul,24,en,7,6.4,2
Graveyard Carz,243,en,7,6.357,2
Rebus,14,en,7,6.2,2
El hijo zurdo,6,es,7,6.143,2
When Movies Were Movies,0,en,7,3.7,1
Souryo to Majiwaru Shikiyoku no Yoru ni...,12,ja,7,5.1,1
Moonshine and Valentine,25,zh,7,8.3,3
Under Military Law,12,ru,7,8.4,3
"Alice Nevers, le juge est une femme",121,fr,7,5.286,1
Judge John Deed,29,en,7,6.0,1
Cover Up,22,en,7,6.9,2
Broken Diamond,30,ar,7,4.9,1
The Flatey Enigma,4,is,7,6.7,2
My Big Big Friend,103,en,7,6.3,2
Sarah,32,ar,7,8.0,2
Run The Burbs,25,en,7,7.1,2
Docventures,58,fi,7,8.0,2
Entrapped,6,is,7,5.4,1
The Chairman's Ear,58,pl,7,6.9,2
Hammarvik,32,sv,7,6.0,1
Clark and Michael,10,en,7,7.7,2
Trailer Park Boys: JAIL,10,en,7,6.7,2
Пекарь и красавица,17,ru,7,8.6,3
The New Nurses,30,da,7,6.9,2
Rick Steves' Europe,136,en,7,9.0,3
Live to Lead,7,en,7,4.6,1
Couples Therapy,58,en,7,8.0,2
Mr. TONEGAWA Middle Management Blues,24,ja,7,7.286,2
Boy For Rent,12,th,7,7.7,2
Dr. Jeff: Rocky Mountain Vet,93,en,7,7.2,2
Boomtown,24,en,7,8.6,3
Legends of the Hidden Temple,13,en,7,6.0,1
WWE Ride Along,14,en,7,7.214,2
Madres: amor y vida,42,es,7,6.9,2
Crime Patrol,19,en,7,7.286,2
Legend of the Three Caballeros,13,en,7,7.571,2
Shitamachi Rocket,21,ja,7,7.9,2
Matter of Respect,26,tr,7,9.429,3
Nobunaga Concerto,10,ja,7,6.786,2
The Sweet Blood,16,ko,7,5.286,1
Blassreiter,24,ja,7,5.9,1
Outlier,8,en,7,6.1,2
Inside,6,fr,7,7.4,2
Downey's Dream Cars,6,en,7,7.6,2
Dam,14,en,7,6.7,2
The Flintstone Comedy Show,126,en,7,5.9,1
Police Interceptors,284,en,7,7.714,2
Kaçak,52,tr,7,7.571,2
Heroes of Cosplay,12,en,7,6.0,1
I Am Your King: The Series,15,th,7,3.1,1
K. Street Pali Hill,0,hi,7,4.4,1
Heart of the City,59,tr,7,6.857,2
Black Widows,16,sv,7,5.1,1
Rakshasa Street,50,zh,7,8.0,2
The Legend of White Snake,50,zh,7,8.0,2
Romance Full of Life,6,ko,7,7.3,2
Deep Water,6,en,7,8.3,3
Adaptation,37,ru,7,7.3,2
Little Mix: The Search,9,en,7,7.7,2
Agatha Christie's Great Detectives Poirot and Marple,39,ja,7,6.9,2
Blackout - Vite sospese,8,it,7,6.6,2
Donnie Loves Jenny,26,en,7,5.6,1
I Survived...,67,en,7,8.3,3
Forensic Files II,58,en,7,7.6,2
Hi My Sweetheart,25,zh,7,5.0,1
Eden: Untamed Planet,6,en,7,7.3,2
"Beautiful Love, Wonderful Life",100,ko,7,5.9,1
MasterChef: Profissionais,57,pt,7,7.5,2
Deep,3,fr,7,7.0,2
Redemption,8,it,7,7.143,2
My Dearest,20,ko,7,6.4,2
A Woman's Fate,12,pt,7,7.4,2
Good Job,12,ko,7,6.6,2
Aziza's Choir,30,ar,7,3.3,1
Search for Second Earth,4,en,7,7.214,2
Legend of Yun Xi,50,zh,7,9.3,3
Julie and the phantoms,26,pt,7,9.0,3
Mad About You,12,en,7,8.4,3
Cheyenne & Lola,8,fr,7,7.3,2
Otherworld,8,en,7,5.0,1
Whispers,8,ar,7,6.857,2
